Code,Title,Season,Episode,Rating,smoothedRating,Episode Number,Number of Episodes,Prop Through Series,main_character_left
tt0043208,I Love Lucy,5.0,21.0,8.6,8.786900214891235,149.0,181,0.8232044198895028,0
tt0043208,I Love Lucy,5.0,24.0,8.7,8.752178643846618,152.0,181,0.8397790055248618,0
tt0043208,I Love Lucy,6.0,2.0,8.4,8.624500693689361,156.0,181,0.861878453038674,0
tt0043208,I Love Lucy,6.0,5.0,8.5,8.61001809430213,159.0,181,0.8784530386740331,0
tt0043208,I Love Lucy,6.0,9.0,8.5,8.620083587012772,163.0,181,0.9005524861878453,0
tt0043208,I Love Lucy,6.0,12.0,8.7,8.615170684177262,166.0,181,0.9171270718232044,0
tt0043208,I Love Lucy,6.0,16.0,8.6,8.692447215206112,170.0,181,0.9392265193370166,0
tt0043208,I Love Lucy,6.0,19.0,8.7,8.616849148564976,173.0,181,0.9558011049723757,0
tt0043208,I Love Lucy,6.0,23.0,8.4,8.605250895605103,177.0,181,0.9779005524861878,0
tt0043224,The Red Skelton Show,1.0,2.0,8.4,8.427900961163143,2.0,60,0.03333333333333333,0
tt0043224,The Red Skelton Show,1.0,4.0,7.7,8.139994625949775,3.0,60,0.05,0
tt0043224,The Red Skelton Show,1.0,6.0,8.5,8.065468752409764,4.0,60,0.06666666666666667,0
tt0043224,The Red Skelton Show,1.0,8.0,7.8,8.107357635650395,5.0,60,0.08333333333333333,0
