Episode Number,Season,Episode,Rating,Code,Number of Episodes,Prop Through Series,Title,main_character_left
14,1,14,6.8,tt0103359,85,0.16470588235294117,Batman: The Animated Series,0
15,1,15,7.0,tt0103359,85,0.17647058823529413,Batman: The Animated Series,0
17,1,17,8.3,tt0103359,85,0.2,Batman: The Animated Series,0
19,1,19,6.7,tt0103359,85,0.2235294117647059,Batman: The Animated Series,0
20,1,20,5.9,tt0103359,85,0.23529411764705882,Batman: The Animated Series,0
22,1,22,5.8,tt0103359,85,0.25882352941176473,Batman: The Animated Series,0
24,1,24,7.0,tt0103359,85,0.2823529411764706,Batman: The Animated Series,0
25,1,25,6.6,tt0103359,85,0.29411764705882354,Batman: The Animated Series,0
27,1,27,6.1,tt0103359,85,0.3176470588235294,Batman: The Animated Series,0
29,1,29,6.9,tt0103359,85,0.3411764705882353,Batman: The Animated Series,0
30,1,30,6.0,tt0103359,85,0.35294117647058826,Batman: The Animated Series,0
32,1,32,7.8,tt0103359,85,0.3764705882352941,Batman: The Animated Series,0
33,1,33,6.2,tt0103359,85,0.38823529411764707,Batman: The Animated Series,0
35,1,35,8.1,tt0103359,85,0.4117647058823529,Batman: The Animated Series,0
37,1,37,6.3,tt0103359,85,0.43529411764705883,Batman: The Animated Series,0
38,1,38,7.2,tt0103359,85,0.4470588235294118,Batman: The Animated Series,0
40,1,40,6.8,tt0103359,85,0.47058823529411764,Batman: The Animated Series,0
42,1,42,6.9,tt0103359,85,0.49411764705882355,Batman: The Animated Series,0
43,1,43,6.8,tt0103359,85,0.5058823529411764,Batman: The Animated Series,0
45,1,45,6.6,tt0103359,85,0.5294117647058824,Batman: The Animated Series,0
47,1,47,7.3,tt0103359,85,0.5529411764705883,Batman: The Animated Series,0
48,1,48,6.3,tt0103359,85,0.5647058823529412,Batman: The Animated Series,0
50,1,50,6.6,tt0103359,85,0.5882352941176471,Batman: The Animated Series,0
52,1,52,6.6,tt0103359,85,0.611764705882353,Batman: The Animated Series,0
53,1,53,7.2,tt0103359,85,0.6235294117647059,Batman: The Animated Series,0
55,1,55,6.7,tt0103359,85,0.6470588235294118,Batman: The Animated Series,0
57,1,57,6.7,tt0103359,85,0.6705882352941176,Batman: The Animated Series,0
58,1,58,6.7,tt0103359,85,0.6823529411764706,Batman: The Animated Series,0
60,1,60,6.1,tt0103359,85,0.7058823529411765,Batman: The Animated Series,0
61,2,1,6.8,tt0103359,85,0.7176470588235294,Batman: The Animated Series,0
63,2,3,6.8,tt0103359,85,0.7411764705882353,Batman: The Animated Series,0
65,2,5,6.3,tt0103359,85,0.7647058823529411,Batman: The Animated Series,0
66,2,6,6.7,tt0103359,85,0.7764705882352941,Batman: The Animated Series,0
68,2,8,6.0,tt0103359,85,0.8,Batman: The Animated Series,0
70,2,10,7.0,tt0103359,85,0.8235294117647058,Batman: The Animated Series,0
71,3,1,6.7,tt0103359,85,0.8352941176470589,Batman: The Animated Series,0
73,3,3,6.6,tt0103359,85,0.8588235294117647,Batman: The Animated Series,0
75,3,5,6.2,tt0103359,85,0.8823529411764706,Batman: The Animated Series,0
76,3,6,6.9,tt0103359,85,0.8941176470588236,Batman: The Animated Series,0
78,3,8,6.3,tt0103359,85,0.9176470588235294,Batman: The Animated Series,0
80,3,10,6.6,tt0103359,85,0.9411764705882353,Batman: The Animated Series,0
81,4,1,5.7,tt0103359,85,0.9529411764705882,Batman: The Animated Series,0
83,4,3,6.4,tt0103359,85,0.9764705882352941,Batman: The Animated Series,0
2,1,2,8.2,tt0103584,76,0.02631578947368421,X-Men: The Animated Series,0
3,1,3,8.0,tt0103584,76,0.039473684210526314,X-Men: The Animated Series,0
5,1,5,7.6,tt0103584,76,0.06578947368421052,X-Men: The Animated Series,0
6,1,6,8.1,tt0103584,76,0.07894736842105263,X-Men: The Animated Series,0
8,1,8,8.1,tt0103584,76,0.10526315789473684,X-Men: The Animated Series,0
9,1,9,7.9,tt0103584,76,0.11842105263157894,X-Men: The Animated Series,0
11,1,11,8.8,tt0103584,76,0.14473684210526316,X-Men: The Animated Series,0
12,1,12,8.8,tt0103584,76,0.15789473684210525,X-Men: The Animated Series,0
14,2,1,8.1,tt0103584,76,0.18421052631578946,X-Men: The Animated Series,0
15,2,2,8.4,tt0103584,76,0.19736842105263158,X-Men: The Animated Series,0
17,2,4,7.6,tt0103584,76,0.2236842105263158,X-Men: The Animated Series,0
18,2,5,7.9,tt0103584,76,0.23684210526315788,X-Men: The Animated Series,0
20,2,7,8.4,tt0103584,76,0.2631578947368421,X-Men: The Animated Series,0
21,2,8,8.5,tt0103584,76,0.27631578947368424,X-Men: The Animated Series,0
23,2,10,8.2,tt0103584,76,0.3026315789473684,X-Men: The Animated Series,0
24,2,11,6.6,tt0103584,76,0.3157894736842105,X-Men: The Animated Series,0
26,2,13,8.4,tt0103584,76,0.34210526315789475,X-Men: The Animated Series,0
27,3,1,7.8,tt0103584,76,0.35526315789473684,X-Men: The Animated Series,0
28,3,2,7.7,tt0103584,76,0.3684210526315789,X-Men: The Animated Series,0
30,3,4,8.1,tt0103584,76,0.39473684210526316,X-Men: The Animated Series,0
31,3,5,8.4,tt0103584,76,0.40789473684210525,X-Men: The Animated Series,0
33,3,7,8.7,tt0103584,76,0.4342105263157895,X-Men: The Animated Series,0
34,3,8,7.5,tt0103584,76,0.4473684210526316,X-Men: The Animated Series,0
36,3,10,8.3,tt0103584,76,0.47368421052631576,X-Men: The Animated Series,0
37,3,11,8.2,tt0103584,76,0.4868421052631579,X-Men: The Animated Series,0
39,3,13,8.6,tt0103584,76,0.5131578947368421,X-Men: The Animated Series,0
40,3,14,8.5,tt0103584,76,0.5263157894736842,X-Men: The Animated Series,0
42,3,16,7.5,tt0103584,76,0.5526315789473685,X-Men: The Animated Series,0
43,3,17,7.4,tt0103584,76,0.5657894736842105,X-Men: The Animated Series,0
45,3,19,8.3,tt0103584,76,0.5921052631578947,X-Men: The Animated Series,0
46,4,1,8.4,tt0103584,76,0.6052631578947368,X-Men: The Animated Series,0
48,4,3,7.8,tt0103584,76,0.631578947368421,X-Men: The Animated Series,0
49,4,4,7.9,tt0103584,76,0.6447368421052632,X-Men: The Animated Series,0
51,4,6,8.2,tt0103584,76,0.6710526315789473,X-Men: The Animated Series,0
52,4,7,8.2,tt0103584,76,0.6842105263157895,X-Men: The Animated Series,0
53,4,8,8.5,tt0103584,76,0.6973684210526315,X-Men: The Animated Series,0
55,4,10,8.4,tt0103584,76,0.7236842105263158,X-Men: The Animated Series,0
56,4,11,8.5,tt0103584,76,0.7368421052631579,X-Men: The Animated Series,0
58,4,13,7.8,tt0103584,76,0.7631578947368421,X-Men: The Animated Series,0
59,4,14,7.1,tt0103584,76,0.7763157894736842,X-Men: The Animated Series,0
61,4,16,7.3,tt0103584,76,0.8026315789473685,X-Men: The Animated Series,0
62,4,17,7.7,tt0103584,76,0.8157894736842105,X-Men: The Animated Series,0
